1,2024,1,12201.73
1,2024,2,11569.09
1,2024,3,11550.62
1,2024,4,12027.32
1,2024,5,11602.12
1,2024,6,11715.11
1,2024,7,12269.29
1,2024,8,12015.51
1,2024,9,11608.38
1,2024,10,12313.5
1,2024,11,11681.51
1,2024,12,11708.79
1,2025,1,12366.93
1,2025,2,12137.81
1,2025,3,12212.88
1,2025,4,12063.66
1,2025,5,12381.57
1,2025,6,11785.65
1,2025,7,12748.27
1,2025,8,12455.42
1,2025,9,12233.27
1,2025,10,11930.11
1,2025,11,11853.38
1,2025,12,12613.57
2,2024,1,8768.75
2,2024,2,8533.97
2,2024,3,8112.53
2,2024,4,8679.48
2,2024,5,8200.6
2,2024,6,8845.28
2,2024,7,8663.7
2,2024,8,8513.95
2,2024,9,8233.42
2,2024,10,8110.28
2,2024,11,8336.97
2,2024,12,8570.69
2,2025,1,9036.09
2,2025,2,8320.71
2,2025,3,8786.27
2,2025,4,9022.19
2,2025,5,8972.44
2,2025,6,8653.94
2,2025,7,8447.8
2,2025,8,8340.31
2,2025,9,8361.91
2,2025,10,9001.58
2,2025,11,8865.71
2,2025,12,8418.09
3,2024,1,14624.94
3,2024,2,15408.64
3,2024,3,14684.41
3,2024,4,15222.22
3,2024,5,14465.47
3,2024,6,14316.75
3,2024,7,15156.84
3,2024,8,15023.87
3,2024,9,14326.19
3,2024,10,14880.55
3,2024,11,15309.87
3,2024,12,15192.7
3,2025,1,15015
3,2025,2,14697.98
3,2025,3,15241.67
3,2025,4,15090.69
3,2025,5,14783.58
3,2025,6,15787.08
3,2025,7,14787.11
3,2025,8,15394.52
3,2025,9,14696.09
3,2025,10,15910.12
3,2025,11,15356.03
3,2025,12,15470.85
4,2024,1,10499.58
4,2024,2,9984.4
4,2024,3,10845.28
4,2024,4,9988.54
4,2024,5,9978.23
4,2024,6,10041.96
4,2024,7,10661.85
4,2024,8,10011.27
4,2024,9,10934.19
4,2024,10,10950.42
4,2024,11,10459.25
4,2024,12,10369.1
4,2025,1,10941.11
4,2025,2,10322.32
4,2025,3,10677.4
4,2025,4,10427.69
4,2025,5,10746.81
4,2025,6,11131.11
4,2025,7,10850
4,2025,8,10707.61
4,2025,9,10595.86
4,2025,10,11255.45
4,2025,11,10908.81
4,2025,12,11069.27
5,2024,1,7615.53
5,2024,2,8305.34
5,2024,3,8366.14
5,2024,4,7866.27
5,2024,5,8168.56
5,2024,6,7729.89
5,2024,7,7682.51
5,2024,8,7961.72
5,2024,9,7866.6
5,2024,10,8220.89
5,2024,11,7718.84
5,2024,12,7707.75
5,2025,1,8005.7
5,2025,2,8315.53
5,2025,3,8250.58
5,2025,4,8641.31
5,2025,5,8459.37
5,2025,6,8381.76
5,2025,7,8417.12
5,2025,8,8066.53
5,2025,9,8282.9
5,2025,10,8643.62
5,2025,11,8364.29
5,2025,12,7847.95
6,2024,1,17721.73
6,2024,2,18772.31
6,2024,3,17148.86
6,2024,4,17495.55
6,2024,5,17577.8
6,2024,6,17169.26
6,2024,7,17489.02
6,2024,8,18166.21
6,2024,9,17859.99
6,2024,10,17268.72
6,2024,11,18888.27
6,2024,12,17318.51
6,2025,1,17809.7
6,2025,2,18208.71
6,2025,3,18213.4
6,2025,4,19005.63
6,2025,5,19144.08
6,2025,6,17629.76
6,2025,7,17691.02
6,2025,8,19171.28
6,2025,9,19273.99
6,2025,10,18054.39
6,2025,11,19330.21
6,2025,12,19180.16
7,2024,1,8801.5
7,2024,2,9040.81
7,2024,3,9121.03
7,2024,4,9112.8
7,2024,5,8723.08
7,2024,6,8817.54
7,2024,7,8714.74
7,2024,8,8576.63
7,2024,9,8757.76
7,2024,10,9390.12
7,2024,11,9438.68
7,2024,12,9253.47
7,2025,1,8931.85
7,2025,2,9625.41
7,2025,3,8979.58
7,2025,4,9079.75
7,2025,5,9325.61
7,2025,6,9322.11
7,2025,7,9466.97
7,2025,8,8919.53
7,2025,9,9361.01
7,2025,10,9169.37
7,2025,11,9623.12
7,2025,12,9218.94
8,2024,1,13787.49
8,2024,2,14649.32
8,2024,3,13949.11
8,2024,4,14060.22
8,2024,5,14626.84
8,2024,6,14434.47
8,2024,7,13479.65
8,2024,8,13450.27
8,2024,9,13303.98
8,2024,10,13554.6
8,2024,11,14616.42
8,2024,12,14308.14
8,2025,1,14281.57
8,2025,2,14550.93
8,2025,3,14275.84
8,2025,4,13879.18
8,2025,5,15012.21
8,2025,6,15088.95
8,2025,7,14983.17
8,2025,8,13947.94
8,2025,9,14180.46
8,2025,10,14480.86
8,2025,11,14587.17
8,2025,12,15057.99
9,2024,1,14451.27
9,2024,2,14346.24
9,2024,3,13692.71
9,2024,4,13775.56
9,2024,5,14035.83
9,2024,6,14426.01
9,2024,7,13645.95
9,2024,8,14543.2
9,2024,9,14230.18
9,2024,10,13565.39
9,2024,11,13687.98
9,2024,12,13619.92
9,2025,1,14901.08
9,2025,2,14621.92
9,2025,3,13817.01
9,2025,4,14305.38
9,2025,5,14860.01
9,2025,6,14968.09
9,2025,7,14822.02
9,2025,8,15073.75
9,2025,9,15058.94
9,2025,10,14371.85
9,2025,11,14983.48
9,2025,12,15096.58
10,2024,1,12553.04
10,2024,2,13113.79
10,2024,3,12624.61
10,2024,4,13174.56
10,2024,5,13001.17
10,2024,6,13270.78
10,2024,7,12494.34
10,2024,8,13397.8
10,2024,9,12802.23
10,2024,10,13027.58
10,2024,11,13286.89
10,2024,12,12610.56
10,2025,1,13429.94
10,2025,2,13776.49
10,2025,3,13499.45
10,2025,4,12986.36
10,2025,5,13972.12
10,2025,6,12790.53
10,2025,7,12795.06
10,2025,8,13007.64
10,2025,9,13140.5
10,2025,10,12950.16
10,2025,11,13110.59
10,2025,12,13082.91
11,2024,1,10901.17
11,2024,2,10468.54
11,2024,3,10360.87
11,2024,4,10451.48
11,2024,5,10776.58
11,2024,6,10670.69
11,2024,7,11024.3
11,2024,8,10348.51
11,2024,9,10874.38
11,2024,10,10301.88
11,2024,11,10167.68
11,2024,12,10959.97
11,2025,1,10915.64
11,2025,2,10937.03
11,2025,3,10692.9
11,2025,4,11308.3
11,2025,5,10359.18
11,2025,6,10783.77
11,2025,7,11226.67
11,2025,8,10612.11
11,2025,9,11268.52
11,2025,10,11227.5
11,2025,11,11237.52
11,2025,12,10292.1
12,2024,1,10778.19
12,2024,2,11088.27
12,2024,3,10470.48
12,2024,4,11429.88
12,2024,5,10902.02
12,2024,6,11193.95
12,2024,7,11171.08
12,2024,8,11533.13
12,2024,9,10775.82
12,2024,10,11484.64
12,2024,11,11277.44
12,2024,12,10483.95
12,2025,1,11149.63
12,2025,2,11508.16
12,2025,3,10811.76
12,2025,4,11539.95
12,2025,5,11354.79
12,2025,6,11177
12,2025,7,11153.11
12,2025,8,11011.07
12,2025,9,11449.12
12,2025,10,11492.78
12,2025,11,11449.53
12,2025,12,11128.22
13,2024,1,9148.68
13,2024,2,8639.6
13,2024,3,8672.32
13,2024,4,9308.29
13,2024,5,8811.79
13,2024,6,9431.04
13,2024,7,8866.18
13,2024,8,8550.59
13,2024,9,9071.41
13,2024,10,8865.89
13,2024,11,8689.89
13,2024,12,8714.85
13,2025,1,9403.44
13,2025,2,8907.12
13,2025,3,9682.33
13,2025,4,8973.57
13,2025,5,9414.42
13,2025,6,8990.82
13,2025,7,9401.51
13,2025,8,9411.34
13,2025,9,9604.29
13,2025,10,9136.73
13,2025,11,9376.9
13,2025,12,9197.03
14,2024,1,12907.09
14,2024,2,12603.95
14,2024,3,13377.68
14,2024,4,13070.7
14,2024,5,13048.79
14,2024,6,13223.82
14,2024,7,12884.78
14,2024,8,13201.08
14,2024,9,13617.17
14,2024,10,13255.72
14,2024,11,12643.28
14,2024,12,12754.77
14,2025,1,13444.11
14,2025,2,13809.07
14,2025,3,13649.48
14,2025,4,13145.32
14,2025,5,13509.52
14,2025,6,13726.84
14,2025,7,13325.08
14,2025,8,14045.85
14,2025,9,13392.42
14,2025,10,13871.28
14,2025,11,12775.87
14,2025,12,13273.96
15,2024,1,10416.16
15,2024,2,10146.83
15,2024,3,10565.85
15,2024,4,10401.61
15,2024,5,9976.9
15,2024,6,10975.68
15,2024,7,10459.36
15,2024,8,10299.42
15,2024,9,10483.45
15,2024,10,10725.36
15,2024,11,10409.72
15,2024,12,10075.31
15,2025,1,10478.01
15,2025,2,11136.13
15,2025,3,10775.11
15,2025,4,11255.36
15,2025,5,11290.46
15,2025,6,10815.82
15,2025,7,10499.66
15,2025,8,11298.68
15,2025,9,11229.16
15,2025,10,10959.31
15,2025,11,10966.22
15,2025,12,11185.76
16,2024,1,15007.58
16,2024,2,14736.9
16,2024,3,14344.81
16,2024,4,14413.58
16,2024,5,15607.07
16,2024,6,15188.27
16,2024,7,15629.22
16,2024,8,15103.65
16,2024,9,14480.98
16,2024,10,14815.78
16,2024,11,14451.35
16,2024,12,14810.83
16,2025,1,14846.61
16,2025,2,14685.33
16,2025,3,15686.18
16,2025,4,14711.05
16,2025,5,15041.22
16,2025,6,16093.69
16,2025,7,15955.41
16,2025,8,15953.33
16,2025,9,15293.89
16,2025,10,15601.81
16,2025,11,14876.59
16,2025,12,15901.66
17,2024,1,13703.82
17,2024,2,14062.08
17,2024,3,13370.25
17,2024,4,13301.47
17,2024,5,14211.41
17,2024,6,13431.77
17,2024,7,14042.55
17,2024,8,14401.41
17,2024,9,14033.35
17,2024,10,14307.86
17,2024,11,14561.74
17,2024,12,14248.09
17,2025,1,14982.12
17,2025,2,14206.92
17,2025,3,14281.93
17,2025,4,14937.28
17,2025,5,14845.6
17,2025,6,14917.37
17,2025,7,15056.7
17,2025,8,14868.77
17,2025,9,14654.61
17,2025,10,13827.67
17,2025,11,14849.31
17,2025,12,15046.63
18,2024,1,11900.07
18,2024,2,11139.71
18,2024,3,11743.59
18,2024,4,12036.26
